t             dt        Er         epsilon    n0         n1         n2         n3         n4         ElasLoss   R0         R1         R2         V1         V2         I1         Ic1         I2         Ic2         Q1         Q2         P0         
1.594206E-005 1E-008    82.2       14.4       4.59E+018  8.32E+017  8.52E+017  5.97E+017  1.25E+015  2.72E+006  5.16E+023  2.69E+020  2.74E+021  -300       0          0.0962     0.0962     -0.0962    -0.0962    -3.2E-009  3.99E-012  28.8       
1.604206E-005 1E-008    82.3       14.4       4.6E+018   8.34E+017  8.54E+017  5.99E+017  1.25E+015  2.73E+006  5.16E+023  2.71E+020  2.76E+021  -300       0          0.0963     0.0963     -0.0963    -0.0963    -3.2E-009  3.96E-012  28.9       
1.614206E-005 1E-008    82.3       14.4       4.61E+018  8.35E+017  8.55E+017  6E+017     1.26E+015  2.73E+006  5.17E+023  2.72E+020  2.77E+021  -300       0          0.0965     0.0964     -0.0965    -0.0965    -3.2E-009  3.94E-012  28.9       
1.624206E-005 1E-008    82.3       14.4       4.61E+018  8.37E+017  8.57E+017  6.02E+017  1.26E+015  2.73E+006  5.17E+023  2.73E+020  2.78E+021  -300       0          0.0966     0.0966     -0.0966    -0.0966    -3.2E-009  3.92E-012  28.9       
1.634206E-005 1E-008    82.3       14.4       4.62E+018  8.38E+017  8.58E+017  6.04E+017  1.27E+015  2.74E+006  5.17E+023  2.74E+020  2.79E+021  -300       0          0.0967     0.0967     -0.0967    -0.0967    -3.2E-009  3.89E-012  29         
1.644206E-005 1E-008    82.3       14.4       4.63E+018  8.4E+017   8.6E+017   6.05E+017  1.27E+015  2.74E+006  5.18E+023  2.75E+020  2.8E+021   -300       0          0.0968     0.0968     -0.0968    -0.0968    -3.2E-009  3.87E-012  29         
1.654206E-005 1E-008    82.3       14.4       4.64E+018  8.41E+017  8.61E+017  6.07E+017  1.28E+015  2.75E+006  5.18E+023  2.76E+020  2.81E+021  -300       0          0.097      0.0969     -0.097     -0.097     -3.21E-009 3.85E-012  29.1       
1.664206E-005 1E-008    82.3       14.4       4.64E+018  8.43E+017  8.63E+017  6.09E+017  1.28E+015  2.75E+006  5.18E+023  2.78E+020  2.82E+021  -300       0          0.0971     0.0971     -0.0971    -0.0971    -3.21E-009 3.82E-012  29.1       
1.674206E-005 1E-008    82.3       14.4       4.65E+018  8.44E+017  8.64E+017  6.1E+017   1.29E+015  2.76E+006  5.19E+023  2.79E+020  2.83E+021  -300       0          0.0972     0.0972     -0.0972    -0.0972    -3.21E-009 3.8E-012   29.1       
1.684206E-005 1E-008    82.3       14.3       4.66E+018  8.46E+017  8.66E+017  6.12E+017  1.29E+015  2.76E+006  5.19E+023  2.8E+020   2.84E+021  -300       0          0.0973     0.0973     -0.0973    -0.0973    -3.21E-009 3.78E-012  29.2       
1.694206E-005 1E-008    82.3       14.3       4.66E+018  8.47E+017  8.67E+017  6.13E+017  1.3E+015   2.76E+006  5.19E+023  2.81E+020  2.85E+021  -300       0          0.0974     0.0974     -0.0974    -0.0974    -3.21E-009 3.76E-012  29.2       
1.704206E-005 1E-008    82.3       14.3       4.67E+018  8.48E+017  8.68E+017  6.15E+017  1.3E+015   2.77E+006  5.19E+023  2.82E+020  2.86E+021  -300       0          0.0975     0.0975     -0.0975    -0.0975    -3.21E-009 3.74E-012  29.2       
1.714206E-005 1E-008    82.3       14.3       4.68E+018  8.5E+017   8.7E+017   6.16E+017  1.31E+015  2.77E+006  5.2E+023   2.83E+020  2.87E+021  -300       0          0.0976     0.0976     -0.0976    -0.0976    -3.21E-009 3.72E-012  29.3       
1.724206E-005 1E-008    82.3       14.3       4.68E+018  8.51E+017  8.71E+017  6.18E+017  1.31E+015  2.78E+006  5.2E+023   2.84E+020  2.88E+021  -300       0          0.0977     0.0977     -0.0977    -0.0977    -3.22E-009 3.7E-012   29.3       
1.734206E-005 1E-008    82.3       14.3       4.69E+018  8.52E+017  8.72E+017  6.19E+017  1.32E+015  2.78E+006  5.2E+023   2.85E+020  2.89E+021  -300       0          0.0978     0.0978     -0.0978    -0.0978    -3.22E-009 3.68E-012  29.3       
1.744206E-005 1E-008    82.3       14.3       4.7E+018   8.53E+017  8.73E+017  6.21E+017  1.32E+015  2.78E+006  5.2E+023   2.85E+020  2.9E+021   -300       0          0.0979     0.0979     -0.0979    -0.0979    -3.22E-009 3.66E-012  29.4       
1.754206E-005 1E-008    82.3       14.3       4.7E+018   8.55E+017  8.75E+017  6.22E+017  1.33E+015  2.79E+006  5.21E+023  2.86E+020  2.91E+021  -300       0          0.098      0.098      -0.098     -0.098     -3.22E-009 3.64E-012  29.4       
1.764206E-005 1E-008    82.4       14.3       4.71E+018  8.56E+017  8.76E+017  6.23E+017  1.33E+015  2.79E+006  5.21E+023  2.87E+020  2.91E+021  -300       0          0.0981     0.0981     -0.0981    -0.0981    -3.22E-009 3.63E-012  29.4       
1.774206E-005 1E-008    82.4       14.3       4.71E+018  8.57E+017  8.77E+017  6.24E+017  1.33E+015  2.79E+006  5.21E+023  2.88E+020  2.92E+021  -300       0          0.0982     0.0982     -0.0982    -0.0982    -3.22E-009 3.61E-012  29.4       
1.784206E-005 1E-008    82.4       14.3       4.72E+018  8.58E+017  8.78E+017  6.26E+017  1.34E+015  2.8E+006   5.21E+023  2.89E+020  2.93E+021  -300       0          0.0983     0.0983     -0.0983    -0.0983    -3.22E-009 3.59E-012  29.5       
1.794206E-005 1E-008    82.4       14.3       4.72E+018  8.59E+017  8.79E+017  6.27E+017  1.34E+015  2.8E+006   5.22E+023  2.9E+020   2.94E+021  -300       0          0.0984     0.0984     -0.0984    -0.0984    -3.22E-009 3.57E-012  29.5       
1.804206E-005 1E-008    82.4       14.3       4.73E+018  8.6E+017   8.8E+017   6.28E+017  1.35E+015  2.8E+006   5.22E+023  2.91E+020  2.95E+021  -300       0          0.0985     0.0985     -0.0985    -0.0985    -3.23E-009 3.56E-012  29.5       
1.814206E-005 1E-008    82.4       14.3       4.73E+018  8.61E+017  8.81E+017  6.29E+017  1.35E+015  2.81E+006  5.22E+023  2.92E+020  2.95E+021  -300       0          0.0986     0.0986     -0.0986    -0.0986    -3.23E-009 3.54E-012  29.5       
1.824206E-005 1E-008    82.4       14.3       4.74E+018  8.62E+017  8.82E+017  6.3E+017   1.35E+015  2.81E+006  5.22E+023  2.92E+020  2.96E+021  -300       0          0.0987     0.0986     -0.0987    -0.0987    -3.23E-009 3.52E-012  29.6       
1.834206E-005 1E-008    82.4       14.3       4.74E+018  8.63E+017  8.83E+017  6.32E+017  1.36E+015  2.81E+006  5.22E+023  2.93E+020  2.97E+021  -300       0          0.0987     0.0987     -0.0987    -0.0987    -3.23E-009 3.51E-012  29.6       
1.844206E-005 1E-008    82.4       14.3       4.75E+018  8.64E+017  8.84E+017  6.33E+017  1.36E+015  2.81E+006  5.23E+023  2.94E+020  2.98E+021  -300       0          0.0988     0.0988     -0.0988    -0.0988    -3.23E-009 3.49E-012  29.6       
1.854206E-005 1E-008    82.4       14.3       4.75E+018  8.65E+017  8.85E+017  6.34E+017  1.36E+015  2.82E+006  5.23E+023  2.95E+020  2.98E+021  -300       0          0.0989     0.0989     -0.0989    -0.0989    -3.23E-009 3.48E-012  29.6       
1.864206E-005 1E-008    82.4       14.3       4.76E+018  8.66E+017  8.86E+017  6.35E+017  1.37E+015  2.82E+006  5.23E+023  2.95E+020  2.99E+021  -300       0          0.099      0.099      -0.099     -0.099     -3.23E-009 3.46E-012  29.7       
1.874206E-005 1E-008    82.4       14.3       4.76E+018  8.67E+017  8.87E+017  6.36E+017  1.37E+015  2.82E+006  5.23E+023  2.96E+020  3E+021     -300       0          0.099      0.099      -0.099     -0.099     -3.23E-009 3.45E-012  29.7       
1.884206E-005 1E-008    82.4       14.3       4.77E+018  8.68E+017  8.88E+017  6.37E+017  1.37E+015  2.82E+006  5.23E+023  2.97E+020  3E+021     -300       0          0.0991     0.0991     -0.0991    -0.0991    -3.23E-009 3.43E-012  29.7       
1.894206E-005 1E-008    82.4       14.3       4.77E+018  8.69E+017  8.89E+017  6.38E+017  1.38E+015  2.83E+006  5.23E+023  2.97E+020  3.01E+021  -300       0          0.0992     0.0992     -0.0992    -0.0992    -3.23E-009 3.42E-012  29.7       
1.904206E-005 1E-008    82.4       14.3       4.78E+018  8.69E+017  8.89E+017  6.39E+017  1.38E+015  2.83E+006  5.24E+023  2.98E+020  3.02E+021  -300       0          0.0993     0.0992     -0.0993    -0.0993    -3.24E-009 3.41E-012  29.7       
1.914206E-005 1E-008    82.4       14.3       4.78E+018  8.7E+017   8.9E+017   6.4E+017   1.38E+015  2.83E+006  5.24E+023  2.99E+020  3.02E+021  -300       0          0.0993     0.0993     -0.0993    -0.0993    -3.24E-009 3.39E-012  29.8       
1.924206E-005 1E-008    82.4       14.3       4.78E+018  8.71E+017  8.91E+017  6.41E+017  1.39E+015  2.83E+006  5.24E+023  2.99E+020  3.03E+021  -300       0          0.0994     0.0994     -0.0994    -0.0994    -3.24E-009 3.38E-012  29.8       
1.934206E-005 1E-008    82.4       14.3       4.79E+018  8.72E+017  8.92E+017  6.42E+017  1.39E+015  2.84E+006  5.24E+023  3E+020     3.03E+021  -300       0          0.0994     0.0994     -0.0994    -0.0994    -3.24E-009 3.37E-012  29.8       
1.944206E-005 1E-008    82.4       14.3       4.79E+018  8.73E+017  8.93E+017  6.43E+017  1.39E+015  2.84E+006  5.24E+023  3.01E+020  3.04E+021  -300       0          0.0995     0.0995     -0.0995    -0.0995    -3.24E-009 3.35E-012  29.8       
1.954206E-005 1E-008    82.4       14.3       4.79E+018  8.73E+017  8.93E+017  6.44E+017  1.4E+015   2.84E+006  5.24E+023  3.01E+020  3.05E+021  -300       0          0.0996     0.0996     -0.0996    -0.0996    -3.24E-009 3.34E-012  29.8       
1.964206E-005 1E-008    82.4       14.3       4.8E+018   8.74E+017  8.94E+017  6.44E+017  1.4E+015   2.84E+006  5.24E+023  3.02E+020  3.05E+021  -300       0          0.0996     0.0996     -0.0996    -0.0996    -3.24E-009 3.33E-012  29.9       
1.974206E-005 1E-008    82.4       14.3       4.8E+018   8.75E+017  8.95E+017  6.45E+017  1.4E+015   2.85E+006  5.25E+023  3.02E+020  3.06E+021  -300       0          0.0997     0.0997     -0.0997    -0.0997    -3.24E-009 3.31E-012  29.9       
1.984206E-005 1E-008    82.4       14.2       4.81E+018  8.75E+017  8.96E+017  6.46E+017  1.41E+015  2.85E+006  5.25E+023  3.03E+020  3.06E+021  -300       0          0.0997     0.0997     -0.0997    -0.0997    -3.24E-009 3.3E-012   29.9       
1.994206E-005 1E-008    82.4       14.2       4.81E+018  8.76E+017  8.96E+017  6.47E+017  1.41E+015  2.85E+006  5.25E+023  3.04E+020  3.07E+021  -300       0          0.0998     0.0998     -0.0998    -0.0998    -3.24E-009 3.29E-012  29.9       
2.004206E-005 1E-008    82.4       14.2       4.81E+018  8.77E+017  8.97E+017  6.48E+017  1.41E+015  2.85E+006  5.25E+023  3.04E+020  3.07E+021  -300       0          0.0999     0.0998     -0.0999    -0.0999    -3.24E-009 3.28E-012  29.9       
2.014206E-005 1E-008    82.5       14.2       4.82E+018  8.78E+017  8.98E+017  6.48E+017  1.41E+015  2.85E+006  5.25E+023  3.05E+020  3.08E+021  -300       0          0.0999     0.0999     -0.0999    -0.0999    -3.24E-009 3.27E-012  29.9       
2.024206E-005 1E-008    82.5       14.2       4.82E+018  8.78E+017  8.98E+017  6.49E+017  1.42E+015  2.85E+006  5.25E+023  3.05E+020  3.08E+021  -300       0          0.1        0.1        -0.1       -0.1       -3.24E-009 3.26E-012  30         
2.034206E-005 1E-008    82.5       14.2       4.82E+018  8.79E+017  8.99E+017  6.5E+017   1.42E+015  2.86E+006  5.25E+023  3.06E+020  3.09E+021  -300       0          0.1        0.1        -0.1       -0.1       -3.25E-009 3.25E-012  30         
2.044206E-005 1E-008    82.5       14.2       4.82E+018  8.79E+017  8.99E+017  6.51E+017  1.42E+015  2.86E+006  5.26E+023  3.06E+020  3.09E+021  -300       0          0.1        0.1        -0.1       -0.1       -3.25E-009 3.23E-012  30         
2.054206E-005 1E-008    82.5       14.2       4.83E+018  8.8E+017   9E+017     6.51E+017  1.42E+015  2.86E+006  5.26E+023  3.07E+020  3.1E+021   -300       0          0.1        0.1        -0.1       -0.1       -3.25E-009 3.22E-012  30         
2.064206E-005 1E-008    82.5       14.2       4.83E+018  8.81E+017  9.01E+017  6.52E+017  1.43E+015  2.86E+006  5.26E+023  3.07E+020  3.1E+021   -300       0          0.1        0.1        -0.1       -0.1       -3.25E-009 3.21E-012  30         
2.074206E-005 1E-008    82.5       14.2       4.83E+018  8.81E+017  9.01E+017  6.53E+017  1.43E+015  2.86E+006  5.26E+023  3.08E+020  3.11E+021  -300       0          0.1        0.1        -0.1       -0.1       -3.25E-009 3.2E-012   30         
2.084206E-005 1E-008    82.5       14.2       4.84E+018  8.82E+017  9.02E+017  6.53E+017  1.43E+015  2.87E+006  5.26E+023  3.08E+020  3.11E+021  -300       0          0.1        0.1        -0.1       -0.1       -3.25E-009 3.19E-012  30         
2.094206E-005 1E-008    82.5       14.2       4.84E+018  8.82E+017  9.02E+017  6.54E+017  1.43E+015  2.87E+006  5.26E+023  3.08E+020  3.11E+021  -300       0          0.1        0.1        -0.1       -0.1       -3.25E-009 3.18E-012  30.1       
2.104206E-005 1E-008    82.5       14.2       4.84E+018  8.83E+017  9.03E+017  6.55E+017  1.43E+015  2.87E+006  5.26E+023  3.09E+020  3.12E+021  -300       0          0.1        0.1        -0.1       -0.1       -3.25E-009 3.17E-012  30.1       
2.114206E-005 1E-008    82.5       14.2       4.84E+018  8.83E+017  9.03E+017  6.55E+017  1.44E+015  2.87E+006  5.26E+023  3.09E+020  3.12E+021  -300       0          0.1        0.1        -0.1       -0.1       -3.25E-009 3.16E-012  30.1       
2.124206E-005 1E-008    82.5       14.2       4.85E+018  8.84E+017  9.04E+017  6.56E+017  1.44E+015  2.87E+006  5.26E+023  3.1E+020   3.13E+021  -300       0          0.1        0.1        -0.1       -0.1       -3.25E-009 3.16E-012  30.1       
2.134206E-005 1E-008    82.5       14.2       4.85E+018  8.84E+017  9.04E+017  6.57E+017  1.44E+015  2.87E+006  5.26E+023  3.1E+020   3.13E+021  -300       0          0.1        0.1        -0.1       -0.1       -3.25E-009 3.15E-012  30.1       
2.144206E-005 1E-008    82.5       14.2       4.85E+018  8.85E+017  9.05E+017  6.57E+017  1.44E+015  2.87E+006  5.27E+023  3.11E+020  3.13E+021  -300       0          0.1        0.1        -0.1       -0.1       -3.25E-009 3.14E-012  30.1       
2.154206E-005 1E-008    82.5       14.2       4.85E+018  8.85E+017  9.05E+017  6.58E+017  1.44E+015  2.88E+006  5.27E+023  3.11E+020  3.14E+021  -300       0          0.101      0.101      -0.101     -0.101     -3.25E-009 3.13E-012  30.1       
2.164206E-005 1E-008    82.5       14.2       4.86E+018  8.86E+017  9.06E+017  6.58E+017  1.45E+015  2.88E+006  5.27E+023  3.11E+020  3.14E+021  -300       0          0.101      0.101      -0.101     -0.101     -3.25E-009 3.12E-012  30.1       
2.174206E-005 1E-008    82.5       14.2       4.86E+018  8.86E+017  9.06E+017  6.59E+017  1.45E+015  2.88E+006  5.27E+023  3.12E+020  3.14E+021  -300       0          0.101      0.101      -0.101     -0.101     -3.25E-009 3.11E-012  30.2       
2.184206E-005 1E-008    82.5       14.2       4.86E+018  8.87E+017  9.07E+017  6.59E+017  1.45E+015  2.88E+006  5.27E+023  3.12E+020  3.15E+021  -300       0          0.101      0.101      -0.101     -0.101     -3.25E-009 3.1E-012   30.2       
2.194206E-005 1E-008    82.5       14.2       4.86E+018  8.87E+017  9.07E+017  6.6E+017   1.45E+015  2.88E+006  5.27E+023  3.12E+020  3.15E+021  -300       0          0.101      0.101      -0.101     -0.101     -3.25E-009 3.1E-012   30.2       
2.204206E-005 1E-008    82.5       14.2       4.86E+018  8.88E+017  9.08E+017  6.6E+017   1.45E+015  2.88E+006  5.27E+023  3.13E+020  3.16E+021  -300       0          0.101      0.101      -0.101     -0.101     -3.25E-009 3.09E-012  30.2       
2.214206E-005 1E-008    82.5       14.2       4.87E+018  8.88E+017  9.08E+017  6.61E+017  1.46E+015  2.88E+006  5.27E+023  3.13E+020  3.16E+021  -300       0          0.101      0.101      -0.101     -0.101     -3.25E-009 3.08E-012  30.2       
2.224206E-005 1E-008    82.5       14.2       4.87E+018  8.88E+017  9.08E+017  6.61E+017  1.46E+015  2.88E+006  5.27E+023  3.14E+020  3.16E+021  -300       0          0.101      0.101      -0.101     -0.101     -3.26E-009 3.07E-012  30.2       
2.234206E-005 1E-008    82.5       14.2       4.87E+018  8.89E+017  9.09E+017  6.62E+017  1.46E+015  2.89E+006  5.27E+023  3.14E+020  3.16E+021  -300       0          0.101      0.101      -0.101     -0.101     -3.26E-009 3.06E-012  30.2       
2.244206E-005 1E-008    82.5       14.2       4.87E+018  8.89E+017  9.09E+017  6.62E+017  1.46E+015  2.89E+006  5.27E+023  3.14E+020  3.17E+021  -300       0          0.101      0.101      -0.101     -0.101     -3.26E-009 3.06E-012  30.2       
2.254206E-005 1E-008    82.5       14.2       4.87E+018  8.9E+017   9.1E+017   6.63E+017  1.46E+015  2.89E+006  5.27E+023  3.15E+020  3.17E+021  -300       0          0.101      0.101      -0.101     -0.101     -3.26E-009 3.05E-012  30.2       
2.264206E-005 1E-008    82.5       14.2       4.88E+018  8.9E+017   9.1E+017   6.63E+017  1.46E+015  2.89E+006  5.28E+023  3.15E+020  3.17E+021  -300       0          0.101      0.101      -0.101     -0.101     -3.26E-009 3.04E-012  30.2       
2.274206E-005 1E-008    82.5       14.2       4.88E+018  8.9E+017   9.1E+017   6.64E+017  1.46E+015  2.89E+006  5.28E+023  3.15E+020  3.18E+021  -300       0          0.101      0.101      -0.101     -0.101     -3.26E-009 3.04E-012  30.3       
2.284206E-005 1E-008    82.5       14.2       4.88E+018  8.91E+017  9.11E+017  6.64E+017  1.47E+015  2.89E+006  5.28E+023  3.15E+020  3.18E+021  -300       0          0.101      0.101      -0.101     -0.101     -3.26E-009 3.03E-012  30.3       
2.294206E-005 1E-008    82.5       14.2       4.88E+018  8.91E+017  9.11E+017  6.65E+017  1.47E+015  2.89E+006  5.28E+023  3.16E+020  3.18E+021  -300       0          0.101      0.101      -0.101     -0.101     -3.26E-009 3.02E-012  30.3       
2.304206E-005 1E-008    82.5       14.2       4.88E+018  8.91E+017  9.11E+017  6.65E+017  1.47E+015  2.89E+006  5.28E+023  3.16E+020  3.18E+021  -300       0          0.101      0.101      -0.101     -0.101     -3.26E-009 3.02E-012  30.3       
2.314206E-005 1E-008    82.5       14.2       4.88E+018  8.92E+017  9.12E+017  6.66E+017  1.47E+015  2.89E+006  5.28E+023  3.16E+020  3.19E+021  -300       0          0.101      0.101      -0.101     -0.101     -3.26E-009 3.01E-012  30.3       
2.324206E-005 1E-008    82.5       14.2       4.89E+018  8.92E+017  9.12E+017  6.66E+017  1.47E+015  2.89E+006  5.28E+023  3.17E+020  3.19E+021  -300       0          0.101      0.101      -0.101     -0.101     -3.26E-009 3E-012     30.3       
2.334206E-005 1E-008    82.5       14.2       4.89E+018  8.92E+017  9.12E+017  6.66E+017  1.47E+015  2.9E+006   5.28E+023  3.17E+020  3.19E+021  -300       0          0.101      0.101      -0.101     -0.101     -3.26E-009 3E-012     30.3       
2.344206E-005 1E-008    82.5       14.2       4.89E+018  8.93E+017  9.13E+017  6.67E+017  1.47E+015  2.9E+006   5.28E+023  3.17E+020  3.19E+021  -300       0          0.101      0.101      -0.101     -0.101     -3.26E-009 2.99E-012  30.3       
2.354206E-005 1E-008    82.5       14.2       4.89E+018  8.93E+017  9.13E+017  6.67E+017  1.48E+015  2.9E+006   5.28E+023  3.17E+020  3.2E+021   -300       0          0.101      0.101      -0.101     -0.101     -3.26E-009 2.98E-012  30.3       
2.364206E-005 1E-008    82.5       14.2       4.89E+018  8.93E+017  9.13E+017  6.67E+017  1.48E+015  2.9E+006   5.28E+023  3.18E+020  3.2E+021   -300       0          0.101      0.101      -0.101     -0.101     -3.26E-009 2.98E-012  30.3       
2.374206E-005 1E-008    82.5       14.2       4.89E+018  8.94E+017  9.14E+017  6.68E+017  1.48E+015  2.9E+006   5.28E+023  3.18E+020  3.2E+021   -300       0          0.101      0.101      -0.101     -0.101     -3.26E-009 2.97E-012  30.3       
2.384206E-005 1E-008    82.5       14.2       4.9E+018   8.94E+017  9.14E+017  6.68E+017  1.48E+015  2.9E+006   5.28E+023  3.18E+020  3.2E+021   -300       0          0.101      0.101      -0.101     -0.101     -3.26E-009 2.97E-012  30.3       
2.394206E-005 1E-008    82.5       14.2       4.9E+018   8.94E+017  9.14E+017  6.68E+017  1.48E+015  2.9E+006   5.28E+023  3.18E+020  3.21E+021  -300       0          0.101      0.101      -0.101     -0.101     -3.26E-009 2.96E-012  30.3       
2.404206E-005 1E-008    82.5       14.2       4.9E+018   8.94E+017  9.14E+017  6.69E+017  1.48E+015  2.9E+006   5.28E+023  3.19E+020  3.21E+021  -300       0          0.101      0.101      -0.101     -0.101     -3.26E-009 2.96E-012  30.4       
2.414206E-005 1E-008    82.5       14.2       4.9E+018   8.95E+017  9.15E+017  6.69E+017  1.48E+015  2.9E+006   5.29E+023  3.19E+020  3.21E+021  -300       0          0.101      0.101      -0.101     -0.101     -3.26E-009 2.95E-012  30.4       
2.424206E-005 1E-008    82.5       14.2       4.9E+018   8.95E+017  9.15E+017  6.69E+017  1.48E+015  2.9E+006   5.29E+023  3.19E+020  3.21E+021  -300       0          0.101      0.101      -0.101     -0.101     -3.26E-009 2.95E-012  30.4       
2.434206E-005 1E-008    82.5       14.2       4.9E+018   8.95E+017  9.15E+017  6.7E+017   1.49E+015  2.9E+006   5.29E+023  3.19E+020  3.21E+021  -300       0          0.101      0.101      -0.101     -0.101     -3.26E-009 2.94E-012  30.4       
2.444206E-005 1E-008    82.5       14.2       4.9E+018   8.95E+017  9.16E+017  6.7E+017   1.49E+015  2.9E+006   5.29E+023  3.19E+020  3.22E+021  -300       0          0.101      0.101      -0.101     -0.101     -3.26E-009 2.93E-012  30.4       
2.454206E-005 1E-008    82.5       14.2       4.9E+018   8.96E+017  9.16E+017  6.7E+017   1.49E+015  2.91E+006  5.29E+023  3.2E+020   3.22E+021  -300       0          0.101      0.101      -0.101     -0.101     -3.26E-009 2.93E-012  30.4       
2.464206E-005 1E-008    82.5       14.2       4.91E+018  8.96E+017  9.16E+017  6.71E+017  1.49E+015  2.91E+006  5.29E+023  3.2E+020   3.22E+021  -300       0          0.101      0.101      -0.101     -0.101     -3.26E-009 2.92E-012  30.4       
2.474206E-005 1E-008    82.5       14.2       4.91E+018  8.96E+017  9.16E+017  6.71E+017  1.49E+015  2.91E+006  5.29E+023  3.2E+020   3.22E+021  -300       0          0.101      0.101      -0.101     -0.101     -3.26E-009 2.92E-012  30.4       
2.484206E-005 1E-008    82.5       14.2       4.91E+018  8.96E+017  9.16E+017  6.71E+017  1.49E+015  2.91E+006  5.29E+023  3.2E+020   3.22E+021  -300       0          0.101      0.101      -0.101     -0.101     -3.26E-009 2.92E-012  30.4       
2.494206E-005 1E-008    82.5       14.2       4.91E+018  8.97E+017  9.17E+017  6.72E+017  1.49E+015  2.91E+006  5.29E+023  3.2E+020   3.23E+021  -300       0          0.101      0.101      -0.101     -0.101     -3.26E-009 2.91E-012  30.4       
2.504206E-005 1E-008    82.5       14.2       4.91E+018  8.97E+017  9.17E+017  6.72E+017  1.49E+015  2.91E+006  5.29E+023  3.21E+020  3.23E+021  -300       0          0.101      0.101      -0.101     -0.101     -3.26E-009 2.91E-012  30.4       
2.514206E-005 1E-008    82.5       14.2       4.91E+018  8.97E+017  9.17E+017  6.72E+017  1.49E+015  2.91E+006  5.29E+023  3.21E+020  3.23E+021  -300       0          0.101      0.101      -0.101     -0.101     -3.26E-009 2.9E-012   30.4       
2.524206E-005 1E-008    82.5       14.2       4.91E+018  8.97E+017  9.17E+017  6.72E+017  1.49E+015  2.91E+006  5.29E+023  3.21E+020  3.23E+021  -300       0          0.101      0.101      -0.101     -0.101     -3.26E-009 2.9E-012   30.4       
2.534206E-005 1E-008    82.5       14.2       4.91E+018  8.97E+017  9.18E+017  6.73E+017  1.5E+015   2.91E+006  5.29E+023  3.21E+020  3.23E+021  -300       0          0.102      0.102      -0.102     -0.102     -3.26E-009 2.89E-012  30.4       
2.544206E-005 1E-008    82.5       14.2       4.91E+018  8.98E+017  9.18E+017  6.73E+017  1.5E+015   2.91E+006  5.29E+023  3.21E+020  3.23E+021  -300       0          0.102      0.102      -0.102     -0.102     -3.26E-009 2.89E-012  30.4       
2.554206E-005 1E-008    82.5       14.2       4.91E+018  8.98E+017  9.18E+017  6.73E+017  1.5E+015   2.91E+006  5.29E+023  3.21E+020  3.24E+021  -300       0          0.102      0.102      -0.102     -0.102     -3.27E-009 2.88E-012  30.4       
2.564206E-005 1E-008    82.5       14.2       4.92E+018  8.98E+017  9.18E+017  6.73E+017  1.5E+015   2.91E+006  5.29E+023  3.22E+020  3.24E+021  -300       0          0.102      0.102      -0.102     -0.102     -3.27E-009 2.88E-012  30.4       
2.574206E-005 1E-008    82.5       14.2       4.92E+018  8.98E+017  9.18E+017  6.74E+017  1.5E+015   2.91E+006  5.29E+023  3.22E+020  3.24E+021  -300       0          0.102      0.102      -0.102     -0.102     -3.27E-009 2.88E-012  30.4       
2.584206E-005 1E-008    82.5       14.2       4.92E+018  8.98E+017  9.18E+017  6.74E+017  1.5E+015   2.91E+006  5.29E+023  3.22E+020  3.24E+021  -300       0          0.102      0.102      -0.102     -0.102     -3.27E-009 2.87E-012  30.4       
2.594206E-005 1E-008    82.5       14.2       4.92E+018  8.99E+017  9.19E+017  6.74E+017  1.5E+015   2.91E+006  5.29E+023  3.22E+020  3.24E+021  -300       0          0.102      0.102      -0.102     -0.102     -3.27E-009 2.87E-012  30.5       
2.604206E-005 1E-008    82.5       14.2       4.92E+018  8.99E+017  9.19E+017  6.74E+017  1.5E+015   2.91E+006  5.29E+023  3.22E+020  3.24E+021  -300       0          0.102      0.102      -0.102     -0.102     -3.27E-009 2.87E-012  30.5       
2.614206E-005 1E-008    82.5       14.2       4.92E+018  8.99E+017  9.19E+017  6.74E+017  1.5E+015   2.91E+006  5.29E+023  3.22E+020  3.24E+021  -300       0          0.102      0.102      -0.102     -0.102     -3.27E-009 2.86E-012  30.5       
2.624206E-005 1E-008    82.5       14.2       4.92E+018  8.99E+017  9.19E+017  6.75E+017  1.5E+015   2.92E+006  5.29E+023  3.23E+020  3.25E+021  -300       0          0.102      0.102      -0.102     -0.102     -3.27E-009 2.86E-012  30.5       
2.634206E-005 1E-008    82.5       14.2       4.92E+018  8.99E+017  9.19E+017  6.75E+017  1.5E+015   2.92E+006  5.29E+023  3.23E+020  3.25E+021  -300       0          0.102      0.102      -0.102     -0.102     -3.27E-009 2.85E-012  30.5       
2.644206E-005 1E-008    82.6       14.2       4.92E+018  8.99E+017  9.2E+017   6.75E+017  1.5E+015   2.92E+006  5.29E+023  3.23E+020  3.25E+021  -300       0          0.102      0.102      -0.102     -0.102     -3.27E-009 2.85E-012  30.5       
2.654206E-005 1E-008    82.6       14.2       4.92E+018  9E+017     9.2E+017   6.75E+017  1.5E+015   2.92E+006  5.29E+023  3.23E+020  3.25E+021  -300       0          0.102      0.102      -0.102     -0.102     -3.27E-009 2.85E-012  30.5       
2.664206E-005 1E-008    82.6       14.2       4.92E+018  9E+017     9.2E+017   6.75E+017  1.51E+015  2.92E+006  5.29E+023  3.23E+020  3.25E+021  -300       0          0.102      0.102      -0.102     -0.102     -3.27E-009 2.84E-012  30.5       
